BookId,Book_Title,Author,Main Genre,Sub Genre,Type,Price,Rating,No. of People rated,Sales,URLs
B950,"Sudoku - Brain Games For Smart Minds Level 1 Simple : Brain Booster Puzzles for Kids, 120+ Fun Games",Wonder House Books,Children's Books,"Games, Toys & Activities",Paperback,89.00,4.4,235,20915,https://www.amazon.in/Sudoku-Brain-Simple-Booster-Puzzles/dp/9354403271/ref=zg_bs_g_1318078031_d_sccl_27/000-0000000-0000000?psc=1
B951,"Sudoku - Brain Games For Smart Minds Level 4 Killer : Brain Booster Puzzles for Kids, 120+ Fun Games",Wonder House Books,"Crafts, Home & Lifestyle",Games & Quizzes,Paperback,89.00,4.3,41,3649,https://www.amazon.in/Sudoku-Brain-Killer-Booster-Puzzles/dp/9354403514/ref=zg_bs_g_1318121031_d_sccl_11/000-0000000-0000000?psc=1
B952,Sudoku Brain Games For Smart Minds Level 2 Medium Brain Booster Puzzles for Kids 120+ Fun Games,Wonder House Books,"Crafts, Home & Lifestyle",Games & Quizzes,Paperback,89.00,4.3,100,8900,https://www.amazon.in/Sudoku-Brain-Medium-Booster-Puzzles/dp/9354403352/ref=zg_bs_g_1318121031_d_sccl_13/000-0000000-0000000?psc=1
B953,Sunderkand (Hindi),Goswami Tulsidas,Literature & Fiction,Classic Fiction,Paperback,99.00,4.7,4200,415800,https://www.amazon.in/Sunderkand-Hindi-Goswami-Tulsidas/dp/9389053056/ref=zg_bs_g_1318159031_d_sccl_11/000-0000000-0000000?psc=1
B954,Super Speed Computer Course,Shashank Johari,"Computing, Internet & Digital Media",Computer Science,Paperback,263.30,3.6,163,42917.9,https://www.amazon.in/Super-Computer-Course-Shashank-Johari/dp/8173158762/ref=zg_bs_g_1318108031_d_sccl_22/000-0000000-0000000?psc=1
B955,Super Word Search Book 1 for Children Age 6 -15 years - 192 Pages Ultimate Word Search Book with Solutions,Dreamland Publications,Children's Books,Geography & Cultures,Paperback,99.00,4.4,1653,163647,https://www.amazon.in/Super-Word-Search-Part-1/dp/8184518641/ref=zg_bs_g_67803459031_d_sccl_6/000-0000000-0000000?psc=1
B956,Super Word Search Book 16 for Children Age 6-15 years - 192 Pages Ultimate Word Search Book with Solutions,Dreamland Publications,Children's Books,Geography & Cultures,Paperback,92.00,4.4,1653,152076,https://www.amazon.in/Super-Word-Search-Part-16/dp/9350890704/ref=zg_bs_g_67803459031_d_sccl_7/000-0000000-0000000?psc=1
B957,"SUPERINTELLIGENCE: Paths, Dangers, Strategies",Nick Bostrom,"Computing, Internet & Digital Media",Computer Science,Paperback,400.00,4.4,3816,1526400,https://www.amazon.in/Superintelligence-Dangers-Strategies-Nick-Bostrom/dp/0198739834/ref=zg_bs_g_1318108031_d_sccl_6/000-0000000-0000000?psc=1
B958,Superworm Gift Edition Board Book,Julia Donaldson,Children's Books,Mysteries & Curiosities,Board book,321.00,4.8,7809,2506689,https://www.amazon.in/Superworm-Gift-Board-Julia-Donaldson/dp/1407168193/ref=zg_bs_g_1318097031_d_sccl_15/000-0000000-0000000?psc=1
B959,"Suppandi & Friends Vol 2: Mad, Madder, Maddest!",Multiple Writers,Comics & Mangas,Comics,Kindle Edition,156.45,4.3,147,22998.15,https://www.amazon.in/Suppandi-Friends-Vol-Madder-Maddest-ebook/dp/B08GM6JYJ8/ref=zg_bs_g_15705395031_d_sccl_21/000-0000000-0000000?psc=1
B960,Supply and Demand Trading: How To Master The Trading Zones,Frank Miller,"Computing, Internet & Digital Media",Internet & Social Media,Paperback,159.00,4.3,284,45156,https://www.amazon.in/Supply-Demand-Trading-Master-Zones/dp/1957999047/ref=zg_bs_g_1318113031_d_sccl_8/000-0000000-0000000?psc=1
B961,"Suspects: A thrilling, high stakes drama from the billion copy bestseller",Danielle Steel,"Crime, Thriller & Mystery",Thrillers and Suspense,Paperback,357.00,4.5,10182,3634974,https://www.amazon.in/Suspects-Danielle-Steel/dp/1529022029/ref=zg_bs_g_22960213031_d_sccl_15/000-0000000-0000000?psc=1
B962,"Swim, Bike, Run",Alistair Brownlee,Sports,Athletics & Gymnastics,Paperback,397.69,4.4,1481,588978.89,https://www.amazon.in/Swim-Bike-Run-Alistair-Brownlee/dp/0241965845/ref=zg_bs_g_1318259031_d_sccl_17/000-0000000-0000000?psc=1
B963,System Design Interview É?? An insider's guide,Alex Xu,"Computing, Internet & Digital Media",Internet & Social Media,Kindle Edition,"1,099.00",4.6,941,1034159,https://www.amazon.in/System-Design-Interview-Insiders-Guide-ebook/dp/B08B3FWYBX/ref=zg_bs_g_1318113031_d_sccl_25/000-0000000-0000000?psc=1
B964,System Design Interview: An insider's guide É?? 2 Volume Set (Full Colour Edition),Alex Xu,Higher Education Textbooks,Computer Science,Paperback,"3,064.00",4.7,44,134816,https://www.amazon.in/System-Design-Interview-insiders-Colour/dp/9355426844/ref=zg_bs_g_4149451031_d_sccl_10/000-0000000-0000000?psc=1
B965,System Design Interview: An Insider's Guide É?? Volume 1 (Full Colour Edition),Alex Xu,Higher Education Textbooks,Computer Science,Paperback,"1,400.00",4,34,47600,https://www.amazon.in/System-Design-Interview-Insiders-Colour/dp/9355427190/ref=zg_bs_g_4149451031_d_sccl_15/000-0000000-0000000?psc=1
B966,System Interference: A LitRPG Adventure (System Universe Book 5),SunriseCV,"Fantasy, Horror & Science Fiction",Fantasy,Kindle Edition,449.00,4.7,1054,473246,https://www.amazon.in/System-Interference-LitRPG-Adventure-Universe-ebook/dp/B0CDJ566WS/ref=zg_bs_g_1318163031_d_sccl_29/000-0000000-0000000?psc=1
B967,Taatung Tatung And Other Amazing Stories,Vaishali Shroff,Teen & Young Adult,History,Paperback,194.00,4.5,31,6014,https://www.amazon.in/Taatung-Tatung-Other-Amazing-Stories/dp/0143454668/ref=zg_bs_g_67803450031_d_sccl_22/000-0000000-0000000?psc=1
B968,Table tennis tactics based on vectors: Komasanno Takkyuwa Rikigakuda (Japanese Edition),Komatsu Shuji,Sports,"Bowls, Bowling & Petanque",Kindle Edition,345.00,0,0,0,https://www.amazon.in/Table-tennis-tactics-based-vectors-ebook/dp/B0CPVHBR2M/ref=zg_bs_g_1318238031_d_sccl_9/000-0000000-0000000?psc=1
B969,Tales from Indian Mythology Collection of 10 Books Story Books For Kids,Wonder House Books,Children's Books,Literature & Fiction,Paperback,329.00,4.5,673,221417,https://www.amazon.in/Tales-Indian-Mythology-Collection-Books/dp/9354400507/ref=zg_bs_g_1318083031_d_sccl_10/000-0000000-0000000?psc=1
B970,Tales from the Puranas and Itihaas,Daaji (Kamlesh Patel),Children's Books,Historical Fiction,Paperback,183.00,4.8,13,2379,https://www.amazon.in/Tales-Puranas-Itihaas-Daaji-Kamlesh/dp/935776559X/ref=zg_bs_g_1318088031_d_sccl_14/000-0000000-0000000?psc=1
B971,Talk Like TED: The 9 Public Speaking Secrets of the World's Top Minds,Carmine Gallo,Business & Economics,Economics,Paperback,390.00,4.5,3593,1401270,https://www.amazon.in/Talk-Like-TED-Speaking-Secrets/dp/1529068657/ref=zg_bs_g_1318069031_d_sccl_27/000-0000000-0000000?psc=1
B972,TANTRI THE MANTRI (VOL -4) : TINKLE COLLECTION (TANTRI THE MANTRI : TINKLE COLLECTION),Rajani Thindiath,Comics & Mangas,Comics,Kindle Edition,47.20,4.5,583,27517.6,https://www.amazon.in/TANTRI-MANTRI-VOL-4-COLLECTION-ebook/dp/B076WYH72K/ref=zg_bs_g_15705395031_d_sccl_20/000-0000000-0000000?psc=1
B973,Tayai Kaatu Nee: Part 9--Epi 17 & Epi 18 (Tamil Edition),Vanisha Thandawan,Romance,Contemporary,Kindle Edition,100.00,4.8,22,2200,https://www.amazon.in/Tayai-Kaatu-Nee-9-Epi-Tamil-ebook/dp/B0CVMZRNDJ/ref=zg_bs_g_2590357031_d_sccl_28/000-0000000-0000000?psc=1
B974,Tempted By The Devil (Kings Of Mafia),Michelle Heard,Literature & Fiction,"Crime, Thriller & Mystery",Kindle Edition,416.00,4.2,11657,4849312,https://www.amazon.in/Tempted-Devil-Kings-Mafia-Michelle-ebook/dp/B0CJV4WD1P/ref=zg_bs_g_1318161031_d_sccl_14/000-0000000-0000000?psc=1
B975,Test Of Mathematics At The 10+2 Level 18 Th Edition,Indian Statistical Institute,Science & Mathematics,Mathematics,Paperback,330.00,4.6,550,181500,https://www.amazon.in/Test-Mathematics-10-Level-18/dp/8176711098/ref=zg_bs_g_4149720031_d_sccl_25/000-0000000-0000000?psc=1
B976,Textbook of Neonatal Resuscitation (Nrp),Gary M Weiner,Medicine & Health Sciences,Nursing,Paperback,705.00,4.8,968,682440,https://www.amazon.in/Textbook-Neonatal-Resuscitation-Gary-Weiner/dp/1610025245/ref=zg_bs_g_4149670031_d_sccl_18/000-0000000-0000000?psc=1
B977,TGT Guide Mathematics Recruitment Examination(Old Edition),Arihant Experts,Science & Mathematics,Mathematics,Paperback,240.00,4.2,451,108240,https://www.amazon.in/TGT-Guide-Mathematics-Recruitment-Examination/dp/9312145185/ref=zg_bs_g_4149720031_d_sccl_24/000-0000000-0000000?psc=1
B978,"That Night: Four Friends, Twenty Years,",Nidhi Upadhyay,"Crime, Thriller & Mystery",Thrillers and Suspense,Paperback,164.00,4.3,2620,429680,https://www.amazon.in/That-Night-Friends-Haunting-Secret/dp/0143451871/ref=zg_bs_g_22960213031_d_sccl_9/000-0000000-0000000?psc=1
B979,"The 1,000-Year-Old Boy",Ross Welford,Children's Books,"Fantasy, Science Fiction & Horror",Paperback,275.00,4.5,4251,1169025,https://www.amazon.in/1-000-Year-Old-Boy-Ross-Welford/dp/0008256942/ref=zg_bs_g_1402037031_d_sccl_23/000-0000000-0000000?psc=1
B980,THE 48 LAWS OF POWER,Robert Greene,"Health, Family & Personal Development",Personal Transformation,Paperback,559.00,4.6,19331,10806029,https://www.amazon.in/Laws-Power-Robert-Greene-Collection/dp/1861972784/ref=zg_bs_g_1318132031_d_sccl_27/000-0000000-0000000?psc=1
B981,The 5 AM Club,Robin Sharma,Business & Economics,Analysis & Strategy,Paperback,240.00,4.5,31455,7549200,https://www.amazon.in/AM-Club-Your-Morning-Elevate/dp/9387944891/ref=zg_bs_g_1318070031_d_sccl_8/000-0000000-0000000?psc=1
B982,The 7 Habits of Highly Effective People: Infographics Edition: Powerful Lessons in Personal Change,Stephen R. Covey,Business & Economics,Analysis & Strategy,Kindle Edition,136.78,4.5,18213,2491174.14,https://www.amazon.in/Habits-Highly-Effective-People-Powerful-ebook/dp/B01069X4H0/ref=zg_bs_g_1318070031_d_sccl_1/000-0000000-0000000?psc=1
B983,The Adventures Of Tintin Volume 4,Herg??,Children's Books,Crime & Thriller,Hardcover,699.00,4.8,239,167061,https://www.amazon.in/Adventures-Tintin-4-Herge/dp/1405282789/ref=zg_bs_g_1318086031_d_sccl_15/000-0000000-0000000?psc=1
B984,The Agatha Christie Collection: PREMIUM,Agatha Christie,Children's Books,Crime & Thriller,Kindle Edition,331.00,4.4,571,189001,https://www.amazon.in/Agatha-Christie-Collection-PREMIUM-ebook/dp/B0BWSKY5ND/ref=zg_bs_g_1318086031_d_sccl_8/000-0000000-0000000?psc=1
B985,The Almanack of Naval Ravikant: A Guide to Wealth and Happiness,Eric Jorgenson,"Biographies, Diaries & True Accounts",Biographies & Autobiographies,Audible Audiobook,586.00,4.6,17124,10034664,https://www.amazon.in/Almanack-Naval-Ravikant-Wealth-Happiness/dp/B08XN477C3/ref=zg_bs_g_1318065031_d_sccl_11/000-0000000-0000000?psc=1
B986,The Always Happy Series: Yuki the unicorn - A fun Story About Making The Most Of Things - Beautifully Illustrated Picture Book For Children,Wonder House Books,Children's Books,Animals & Pets,Paperback,137.00,4.4,111,15207,https://www.amazon.in/Always-Happy-Beautifully-Illustrated-Children/dp/9354405258/ref=zg_bs_g_67803455031_d_sccl_13/000-0000000-0000000?psc=1
B987,The Anatomy of Story,John Truby,"Arts, Film & Photography",Cinema & Broadcast,Paperback,479.00,4.6,2871,1375209,https://www.amazon.in/Anatomy-Story-Becoming-Master-Storyteller/dp/0865479933/ref=zg_bs_g_1318054031_d_sccl_14/000-0000000-0000000?psc=1
B988,The Ancient Science of Mantras,Om Swami,Religion,New Age & Spirituality,Paperback,320.00,4.5,2049,655680,https://www.amazon.in/Ancient-Science-Mantras-Om-Swami/dp/9386348713/ref=zg_bs_g_10533825031_d_sccl_15/000-0000000-0000000?psc=1
B989,The Ant and the Grasshopper - Illustrated Moral Story for Children (Classic Tales from India),Wonder House Books,Children's Books,"Fairy Tales, Folk Tales & Myths",Paperback,66.00,4.6,6,396,https://www.amazon.in/Ant-Grasshopper-Illustrated-Moral-Children/dp/9354406815/ref=zg_bs_g_67803462031_d_sccl_2/000-0000000-0000000?psc=1
B990,"The Art of Being Alone: Loneliness Was My Cage, Solitude Is My Home",Renuka Gavrani,"Health, Family & Personal Development",Personal Transformation,Paperback,192.00,4.4,598,114816,https://www.amazon.in/Art-Being-Alone-Loneliness-Solitude/dp/9355434022/ref=zg_bs_g_1318132031_d_sccl_7/000-0000000-0000000?psc=1
B991,The Art of Explanation: How to Communicate with Clarity and Confidence,Ros Atkins,"Computing, Internet & Digital Media",Databases & Big Data,Paperback,434.00,4.5,164,71176,https://www.amazon.in/Art-Explanation-Communicate-Clarity-Confidence/dp/1472298403/ref=zg_bs_g_1318110031_d_sccl_3/000-0000000-0000000?psc=1
B992,The Art of Laziness: Overcome Procrastination & Improve Your Productivity,Library Mindset,Business & Economics,Analysis & Strategy,Kindle Edition,49.00,4.4,781,38269,https://www.amazon.in/Art-Laziness-Overcome-Procrastination-Productivity-ebook/dp/B0CPFVCXXH/ref=zg_bs_g_1318070031_d_sccl_23/000-0000000-0000000?psc=1
B993,The Art of War,Lionel Giles translator,History,Ancient,Audible Audiobook,333.00,4.4,4986,1660338,https://www.amazon.in/The-Art-of-War/dp/B073RRLMCP/ref=zg_bs_g_4149495031_d_sccl_15/000-0000000-0000000?psc=1
B994,The Arthashastra (Penguin Classics),Kautilya,Business & Economics,Economics,Paperback,471.00,4.5,1452,683892,https://www.amazon.in/Arthashastra-Kautilya/dp/0140446036/ref=zg_bs_g_1318069031_d_sccl_20/000-0000000-0000000?psc=1
B995,"The Artificial Intelligence and Generative AI Bible: [5 in 1] The Most Updated and Complete Guide: From Understanding the Basics to Delving into GANs, NLP, Prompts, Deep Learning, and Ethics of AI",Alger Fraley,"Computing, Internet & Digital Media",Computer Science,Audible Audiobook,586.00,4.7,29,16994,https://www.amazon.in/Artificial-Intelligence-Generative-Bible-Understanding/dp/B0CTR8GXM5/ref=zg_bs_g_1318108031_d_sccl_5/000-0000000-0000000?psc=1
B996,THE ARTIST'S WAY,Julia Cameron,"Arts, Film & Photography",Music,Paperback,519.00,4.5,10871,5642049,https://www.amazon.in/ARTISTS-WAY-Julia-Cameron/dp/1788164296/ref=zg_bs_g_1318059031_d_sccl_2/000-0000000-0000000?psc=1
B997,The Beginning of Infinity : Explanations that Transform The World,David Deutsch,Science & Mathematics,Mathematics,Paperback,454.00,4.5,1587,720498,https://www.amazon.in/Penguin-Classics-Beginning-Infinity-Deutsch/dp/0140278168/ref=zg_bs_g_4149720031_d_sccl_7/000-0000000-0000000?psc=1
B998,The Bhagwat Gita : Symphony of the Spirit (Hindi),RR Varma,Religion,Hinduism,Paperback,229.00,4.5,1900,435100,https://www.amazon.in/Bhagwat-Gita-Hindi-Symphony-Spirit/dp/8172345453/ref=zg_bs_g_1318194031_d_sccl_8/000-0000000-0000000?psc=1
B999,The Big Book of Endurance Training and Racing,Philip Maffetone,Sports,Triathlon,Paperback,"1,564.00",4.6,948,1482672,https://www.amazon.in/Big-Book-Endurance-Training-Racing/dp/1616080655/ref=zg_bs_g_1318280031_d_sccl_26/000-0000000-0000000?psc=1
B1000,The Blood Telegram_Demy PB: India's Secret War in East Pakistan,Gary J. Bass,Politics,Freedom & Security,Paperback,383.00,4.5,219,83877,https://www.amazon.in/Blood-Telegram-Indias-Secret-Pakistan/dp/8184005768/ref=zg_bs_g_1318177031_d_sccl_6/000-0000000-0000000?psc=1
B1001,The Blue Lotus,Herg??,Children's Books,Crime & Thriller,Paperback,474.00,4.7,458,217092,https://www.amazon.in/Blue-Lotus-Tintin-Herge/dp/1405206160/ref=zg_bs_g_1318086031_d_sccl_8/000-0000000-0000000?psc=1
B1002,THE BLUE UMBRELLA,Ruskin Bond,Children's Books,"Fantasy, Science Fiction & Horror",Paperback,74.00,4.5,15544,1150256,https://www.amazon.in/Blue-Umbrella-Ruskin-Bond/dp/8171673406/ref=zg_bs_g_1402037031_d_sccl_7/000-0000000-0000000?psc=1
B1003,The Body : A Guide for Occupants - THE SUNDAY TIMES NO.1 BESTSELLER,Bill Bryson,"Sciences, Technology & Medicine",Biology & Life Sciences,Paperback,464.34,4.6,18920,8785312.8,https://www.amazon.in/Body-Guide-Occupants-Bill-Bryson/dp/0552779903/ref=zg_bs_g_1318206031_d_sccl_11/000-0000000-0000000?psc=1
B1004,The Book of Five Rings,Miyamoto Musashi,Sports,Combat Sports & Self-Defence,Hardcover,401.00,4.4,4130,1656130,https://www.amazon.in/Book-Five-Rings-Hardcover-Library/dp/9389440556/ref=zg_bs_g_1318240031_d_sccl_6/000-0000000-0000000?psc=1
B1005,"The Book of Rumi: 105 Stories and Fables that Illumine, Delight, and Inform",Rumi,Literature & Fiction,Short Stories,Paperback,246.00,4.4,1118,275028,https://www.amazon.in/Book-Rumi-Stories-Illumine-Delight/dp/9388241789/ref=zg_bs_g_1318170031_d_sccl_19/000-0000000-0000000?psc=1
B1006,"The Book of Why: The New Science of Cause and Effect [Paperback] Pearl, Judea and Mackenzie, Dana",Judea Pearl,"Computing, Internet & Digital Media",Computer Science,Paperback,389.00,4.4,2037,792393,https://www.amazon.in/Book-Why-Science-Cause-Effect/dp/0141982411/ref=zg_bs_g_1318108031_d_sccl_15/000-0000000-0000000?psc=1
B1007,The Book Thief,Markus Zusak,Children's Books,"Family, Personal & Social Issues",Paperback,275.00,4.6,30372,8352300,https://www.amazon.in/Book-Thief-Definitions-Young-Adult/dp/1909531618/ref=zg_bs_g_1318077031_d_sccl_3/000-0000000-0000000?psc=1
B1008,"The Boy in the Striped Pyjamas: Read John Boyneã®´s powerful classic ahead of the sequel ALL THE BROKEN PLACES [Paperback] Boyne, John",John Boyne,Children's Books,"Family, Personal & Social Issues",Paperback,259.00,4.6,28155,7292145,https://www.amazon.in/Striped-Pyjamas-Vintage-Childrens-Classics/dp/0099572869/ref=zg_bs_g_1318077031_d_sccl_18/000-0000000-0000000?psc=1
B1009,The Boys in the Boat: An Epic Journey to the Heart of Hitler's Berlin,Daniel James Brown,Sports,Sporting Events & Organisations,Audible Audiobook,770.00,4.6,83479,64278830,https://www.amazon.in/Boys-Boat-Journey-Hitlers-Berlin/dp/B0C1HFPX5G/ref=zg_bs_g_1318275031_d_sccl_28/000-0000000-0000000?psc=1
B1010,The Broken Vows: Zane and Celeste's Story (The Windsors),Catharina Maura,Romance,Contemporary,Kindle Edition,449.00,4.4,10273,4612577,https://www.amazon.in/Broken-Vows-Celestes-Story-Windsors-ebook/dp/B0C4GRKJTF/ref=zg_bs_g_2590357031_d_sccl_10/000-0000000-0000000?psc=1
B1011,The Brothers Hawthorne,BARNES JENNIFER LYNN,Children's Books,Crime & Thriller,Paperback,389.00,4.4,3592,1397288,https://www.amazon.in/Brothers-Hawthorne-Inheritance-Games/dp/024163850X/ref=zg_bs_g_1318086031_d_sccl_13/000-0000000-0000000?psc=1
B1012,The C Programming Language 2e,Brian W. Kernighan / Dennis Ritchie,Higher Education Textbooks,Computer Science,Paperback,485.00,4.4,3788,1837180,https://www.amazon.in/Programming-Language-Kernighan-Dennis-Ritchie/dp/9332549443/ref=zg_bs_g_4149451031_d_sccl_18/000-0000000-0000000?psc=1
B1013,The Canterville Ghost,Oscar Wilde,Children's Books,"Fantasy, Science Fiction & Horror",Paperback,99.00,4.3,1549,153351,https://www.amazon.in/Canterville-Ghost-Oscar-Wilde/dp/9354401538/ref=zg_bs_g_1402037031_d_sccl_28/000-0000000-0000000?psc=1
B1014,The Casanova (The Miles High Club Book 3),T L Swan,Romance,New Adult & College,Kindle Edition,129.00,4.5,53597,6914013,https://www.amazon.in/Casanova-Miles-High-Club-Book-ebook/dp/B08X472VK3/ref=zg_bs_g_92041934031_d_sccl_20/000-0000000-0000000?psc=1
B1015,"The Champion's Mind: How Great Athletes Think, Train, and Thrive",Jim Afremow,Sports,Active Outdoor Pursuits,Paperback,464.34,4.6,2396,1112558.64,https://www.amazon.in/Champions-Mind-Great-Athletes-Thrive/dp/1623365627/ref=zg_bs_g_1318225031_d_sccl_2/000-0000000-0000000?psc=1
B1016,The Checkmate (Political Romance Trilogy Book 3),Madhuri Tamse,Literature & Fiction,Short Stories,Kindle Edition,249.00,4.7,194,48306,https://www.amazon.in/Checkmate-Political-Romance-Trilogy-Book-ebook/dp/B0CQVPC3PZ/ref=zg_bs_g_1318170031_d_sccl_12/000-0000000-0000000?psc=1
B1017,The Christmas Pig,J.K. Rowling,Children's Books,Holidays & Celebrations,Hardcover,569.00,4.7,3985,2267465,https://www.amazon.in/Christmas-Pig-J-K-Rowling/dp/1444964917/ref=zg_bs_g_67803463031_d_sccl_29/000-0000000-0000000?psc=1
